Street ID,Street Name,Street Suffix,Street Suffix Direction,Official Street Name,Thomas Brothers Map,Street Type
10425,SWIGERT,CIR,,SWIGERT CIRCLE,823H7,PRIVATE ROADWAY NAMES
2444,STONERIDGE,PL,,STONERIDGE PLACE,562D6,PUBLIC STREET NAMES
2544,SOUTHERN PACIFIC,DR,,SOUTHERN PACIFIC DRIVE,794J5,PUBLIC STREET NAMES
2581,SKYTOP,ROAD,,SKYTOP ROAD,561F6,PUBLIC STREET NAMES
2311,SYCAMORE,DR,,SYCAMORE DRIVE,672F4,PUBLIC STREET NAMES
2314,SWEETZER,AVE,,SWEETZER AVENUE,593A5,PUBLIC STREET NAMES
2451,STONEHAVEN,CT,,STONEHAVEN COURT,480H7,PUBLIC STREET NAMES
2505,STANDISH,DR,,STANDISH DRIVE,561C7,PUBLIC STREET NAMES
2617,SIERRA VISTA,AVE,,SIERRA VISTA AVENUE,593H6,PUBLIC STREET NAMES
2910,SAN BLAS,AVE,,SAN BLAS AVENUE,560B5,PUBLIC STREET NAMES
2563,SOLVANG,ST,,SOLVANG STREET,532E3,PUBLIC STREET NAMES
2565,SOLANO,AVE,,SOLANO AVENUE,594H7,PUBLIC STREET NAMES
2944,ST JAMES,PL,,ST JAMES PLACE,634B7,PUBLIC STREET NAMES
2771,SEATON,ST,,SEATON STREET,634G5,PUBLIC STREET NAMES
9857,SYCAMORE,,,SYCAMORE,481G1,UNOFFICIAL PRIVATE STREET NAMES
2370,SUNNY HEIGHTS,DR,,SUNNY HEIGHTS DRIVE,594J3,PUBLIC STREET NAMES
2829,SARAN,DR,,SARAN DRIVE,702C3,PUBLIC STREET NAMES
214,STATE,ST,,STATE STREET,634J5,PRIVATE STREET NAMES
2794,SCHOENBORN,ST,,SCHOENBORN STREET,532D1,PUBLIC STREET NAMES
2463,STEWART,AVE,,STEWART AVENUE,672A2,PUBLIC STREET NAMES
2564,SOLAR,DR,,SOLAR DRIVE,593C2,PUBLIC STREET NAMES
10389,SIDWELL,ST,,SIDWELL STREET,481A5,PRIVATE STREET NAMES
2676,SHEPARD,ST,,SHEPARD STREET,854B2,PUBLIC STREET NAMES
252,SEARLY LINE,DR,,SEARLY LINE DRIVE,NA,PRIVATE STREET NAMES
2917,SALUDA,AVE,,SALUDA AVENUE,504C5,PUBLIC STREET NAMES
2522,SPRINGFIELD,AVE,,SPRINGFIELD AVENUE,500G3,PUBLIC STREET NAMES
